lgacode21,did_not_go_to_school_indig_f,did_not_go_to_school_indig_m,did_not_go_to_school_non_indig_f,did_not_go_to_school_non_indig_m,did_not_go_to_school_indig_stat_notstated_f,did_not_go_to_school_indig_stat_notstated_m,y8_below_indig_f,y8_below_indig_m,y8_below_non_indig_f,y8_below_non_indig_m,y8_below_indig_stat_notstated_f,y8_below_indig_stat_notstated_m,y9_equivalent_indig_f,y9_equivalent_indig_m,y9_equivalent_non_indig_f,y9_equivalent_non_indig_m,y9_equivalent_indig_stat_notstated_f,y9_equivalent_indig_stat_notstated_m,y10_equivalent_indig_f,y10_equivalent_indig_m,y10_equivalent_non_indig_f,y10_equivalent_non_indig_m,y10_equivalent_indig_stat_notstated_f,y10_equivalent_indig_stat_notstated_m,y11_equivalent_indig_f,y11_equivalent_indig_m,y11_equivalent_non_indig_f,y11_equivalent_non_indig_m,y11_equivalent_indig_stat_notstated_f,y11_equivalent_indig_stat_notstated_m,y12_equivalent_indig_f,y12_equivalent_indig_m,y12_equivalent_non_indig_f,y12_equivalent_non_indig_m,y12_equivalent_indig_stat_notstated_f,y12_equivalent_indig_stat_notstated_m
59340,20,17,3,7,0,0,81,90,9,49,0,0,93,72,42,83,0,0,274,228,236,387,4,5,162,112,136,157,7,4,185,167,1067,828,10,10
59350,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,13,10,4,23,0,0,0,4,10,8,0,0,5,0,18,47,0,0
59360,0,0,0,0,0,0,0,0,17,33,0,0,0,5,13,38,0,0,8,0,97,151,0,0,4,0,39,55,0,0,5,4,154,218,0,3
59370,0,0,0,0,0,0,3,5,43,56,0,0,3,0,53,81,0,3,21,12,355,431,0,6,5,6,135,114,0,0,13,15,656,554,7,3
59499,5,4,9,12,0,0,9,13,33,56,0,0,18,20,71,109,0,5,37,62,370,546,5,3,22,17,184,216,0,0,42,39,984,952,4,5
59799,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,63,0,0,0,3,0,33,0,0,0,5,33,138,0,0
60210,0,0,3,5,0,0,4,6,84,146,0,0,11,15,251,288,0,3,37,34,822,965,6,9,10,9,279,233,0,0,34,30,1056,888,11,6
60410,0,3,10,19,0,0,33,47,208,242,3,0,50,58,490,465,5,9,239,203,2151,2168,22,21,102,58,689,609,8,3,248,165,2630,2167,13,8
60610,4,5,21,40,3,0,19,28,314,327,3,3,44,50,533,562,7,7,199,171,2453,2440,26,19,63,69,753,586,6,6,234,140,2917,2498,11,19
60810,0,4,15,19,0,0,23,34,376,404,9,8,72,62,732,741,13,12,247,239,3083,3135,26,29,75,84,811,655,4,7,228,130,3313,2590,19,19
61010,0,0,0,6,0,0,5,8,35,61,0,0,4,3,63,114,0,0,21,25,297,383,3,3,4,4,75,73,0,0,10,8,303,319,3,0
61210,3,0,5,11,0,0,9,25,90,159,6,3,48,49,220,294,3,5,189,205,835,1026,9,17,61,50,271,220,0,3,139,80,860,783,6,7
61410,3,8,75,90,0,0,26,44,613,517,11,5,54,58,1130,1019,16,14,269,281,6226,5871,46,36,88,78,1888,1723,6,10,365,328,13393,12214,28,39
61510,0,0,8,28,0,0,3,18,145,196,3,4,17,23,302,350,0,3,99,79,1412,1555,7,9,39,31,412,370,0,6,97,46,1464,1266,15,14
61610,0,5,44,36,0,0,30,34,417,363,6,4,58,51,861,746,16,3,238,220,3434,3421,32,31,87,61,945,845,3,0,207,159,3876,3259,32,23
61810,0,0,3,3,0,0,0,9,90,119,0,0,17,12,202,284,5,0,27,34,961,1153,5,9,12,4,238,172,0,3,28,23,922,653,7,9
62010,0,0,0,0,0,0,9,0,4,14,0,0,4,14,12,34,0,0,19,25,73,97,4,4,8,5,34,41,0,0,18,7,155,136,3,0
62210,0,0,12,9,0,0,3,7,98,151,4,0,18,7,210,229,0,10,42,37,985,1028,19,10,11,11,238,241,0,0,40,24,945,822,12,7
62410,0,0,3,10,0,0,0,4,66,94,4,6,6,13,194,204,3,4,35,27,586,716,5,12,10,9,166,140,0,6,26,21,870,820,5,9
62610,0,7,246,202,0,0,33,48,835,711,19,17,74,69,1254,1042,25,21,280,264,4983,4737,48,52,112,99,1404,1290,3,7,352,307,9747,9704,53,48
62810,0,0,119,83,3,0,8,9,393,295,6,0,14,14,486,376,8,7,74,80,2567,2253,22,10,21,26,973,991,5,4,223,171,17652,16541,45,52
63010,0,5,11,20,0,0,19,43,145,219,0,0,48,61,343,394,12,14,224,274,1661,1876,16,19,77,45,527,586,7,3,211,153,3433,2948,21,16
63210,0,0,5,4,0,0,4,12,88,120,0,0,11,10,158,226,0,3,57,64,825,997,5,10,19,15,247,216,0,0,36,27,946,799,4,5
63410,0,0,0,0,0,0,0,0,19,26,0,0,0,4,21,45,0,0,0,3,168,214,3,6,0,6,53,64,0,0,3,3,283,217,4,0
63610,0,4,41,36,0,0,15,23,260,287,4,3,44,40,481,520,10,10,167,205,3102,2951,24,18,50,53,1036,1054,4,3,229,184,10255,8840,38,28
63810,0,0,7,16,0,0,16,12,151,179,0,3,25,22,398,453,7,7,105,128,1857,1894,15,14,27,19,453,384,0,4,76,60,1766,1340,13,7
64010,7,8,304,290,3,4,45,43,1001,952,21,16,62,77,1544,1515,23,16,361,315,7349,7375,54,71,122,85,2207,1879,6,11,345,274,13532,12173,49,49
64210,0,0,18,26,0,0,9,3,269,304,6,7,32,24,552,645,7,7,104,96,2679,2872,19,19,27,28,766,643,3,4,94,60,3516,2807,12,15
64610,0,0,15,16,0,0,5,7,170,206,0,4,18,16,398,487,8,4,44,61,1771,1955,10,14,19,17,486,460,4,0,45,26,2239,1722,19,16
64810,0,0,8,19,0,0,7,5,170,201,3,3,18,23,383,406,4,8,94,107,1946,2089,13,18,35,26,562,593,3,3,90,87,2988,2479,23,12
65010,0,0,0,8,0,0,10,15,72,128,0,0,11,10,174,266,0,3,51,55,794,974,8,12,22,13,268,213,3,10,53,34,899,734,3,8
65210,0,0,0,6,0,0,0,8,21,55,0,0,8,11,72,114,8,0,25,27,283,348,0,0,9,0,82,65,0,0,16,9,448,414,8,4
65410,3,3,22,25,3,0,13,18,218,261,9,5,28,31,422,468,6,4,157,168,1819,1989,17,24,54,46,554,445,4,0,143,83,2031,1499,16,8
65610,0,0,8,8,0,0,0,10,57,71,6,0,15,12,124,161,3,4,39,47,527,588,5,3,20,16,152,165,0,0,24,32,494,469,6,4
65810,0,0,36,34,0,0,8,5,255,295,5,8,22,20,520,566,8,3,77,72,2938,3036,19,16,19,22,870,781,5,0,83,67,4858,4124,15,16
69499,0,5,0,0,0,0,0,9,14,23,0,0,0,8,26,35,0,0,15,21,113,162,7,0,0,3,31,49,0,0,13,14,197,144,6,4
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0
70200,106,72,53,43,0,0,305,258,135,172,3,4,250,166,174,230,3,6,427,351,907,1211,9,17,310,238,716,875,11,6,468,370,5532,4499,34,30
70420,89,84,0,4,0,0,278,275,15,17,0,0,177,207,25,26,0,0,362,345,99,179,5,9,171,113,67,93,0,0,201,172,486,448,4,13
70540,3,0,0,0,0,0,4,6,0,0,0,0,13,12,0,0,0,0,23,22,0,0,0,0,7,8,0,0,0,0,6,3,0,0,0,0
70620,101,80,0,3,0,0,220,194,5,9,0,0,165,137,3,9,0,0,253,217,20,54,0,0,125,105,28,28,0,0,103,109,157,129,0,0
70700,0,0,5,4,0,0,6,16,3,18,0,0,15,15,17,22,0,0,31,21,82,91,0,0,17,20,44,43,3,0,18,10,122,135,3,3
71000,35,41,290,203,0,8,142,138,809,755,8,6,192,145,576,720,0,8,572,445,2761,3436,21,17,453,375,2068,2633,9,18,934,766,20145,18482,66,45
71150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,9,14,0,0,3,5,89,115,0,0
71300,86,92,5,3,0,0,466,487,3,16,0,0,343,376,5,8,0,0,602,605,19,44,0,0,465,412,18,25,0,0,824,641,188,166,0,0
72200,23,21,12,18,0,0,74,77,54,78,0,0,79,76,61,117,4,0,207,177,375,521,5,14,155,113,204,273,6,0,200,128,1505,1360,12,14
72300,20,33,43,37,0,0,38,117,163,213,4,8,36,42,205,418,6,9,164,705,1238,2125,9,21,95,99,813,1171,6,14,251,351,3509,2962,21,22
72330,71,82,0,0,0,0,434,523,3,16,0,0,275,260,0,17,0,0,371,590,41,82,0,0,186,138,27,21,0,7,165,183,203,152,0,0
72800,9,17,65,55,0,0,61,74,255,245,3,0,111,113,308,362,3,4,400,346,1726,2126,9,11,295,262,1284,1485,13,8,585,439,7112,6002,21,12
73600,66,76,0,4,0,0,198,226,11,21,0,3,239,250,15,39,0,4,457,428,62,103,4,0,409,345,31,47,0,3,348,234,257,222,4,0
74050,3,4,0,0,0,0,52,26,0,5,0,0,35,37,0,0,0,0,197,228,12,27,0,10,198,191,6,7,4,0,228,190,64,52,4,3
74550,36,26,0,0,0,0,80,89,5,13,0,0,108,87,5,22,0,0,192,161,44,81,0,3,106,101,22,39,0,0,93,70,201,147,0,4
74560,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,3,0,0,3,0,32,48,3,0,0,0,15,31,0,0,4,3,79,57,0,3
74660,30,28,0,0,0,0,149,154,3,6,0,0,203,255,9,26,0,0,493,493,47,70,0,0,365,325,21,51,0,0,401,363,273,256,0,0
74680,54,42,0,0,0,0,79,85,5,3,0,0,101,98,0,5,0,0,257,244,10,14,0,0,123,115,5,8,3,0,273,241,80,69,0,0
79399,3,6,11,5,0,0,6,19,36,57,0,3,15,14,46,89,0,0,63,80,258,450,0,9,47,35,159,226,0,6,120,86,1150,1024,6,11
79499,17,8,0,4,0,0,45,43,7,29,0,0,42,56,23,53,0,0,69,85,134,185,0,0,48,30,77,92,5,0,46,42,401,323,0,0
79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,6,18,0,0,0,3,0,8,0,0,0,4,3,23,0,0
89399,14,21,1002,788,6,6,108,114,3505,2619,20,23,165,149,3584,2927,18,22,628,651,19137,16863,112,67,237,226,5717,6278,26,33,1756,1657,138249,132351,244,248
89499,0,0,0,0,0,0,0,0,6,7,0,0,0,3,3,11,0,0,4,3,28,52,0,0,0,6,11,17,0,0,6,5,134,104,0,0
89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99399,0,0,0,3,0,0,9,3,8,11,0,0,9,7,23,34,0,0,12,8,226,249,4,0,0,3,69,69,0,4,21,21,509,372,5,4
99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
