lgacode21,arthritis_indig_f,arthritis_indig_m,arthritis_non_indig_f,arthritis_non_indig_m,arthritis_indig_stat_notstated_f,arthritis_indig_stat_notstated_m,asthma_indig_f,asthma_indig_m,asthma_non_indig_f,asthma_non_indig_m,asthma_indig_stat_notstated_f,asthma_indig_stat_notstated_m,cancer_indig_f,cancer_indig_m,cancer_non_indig_f,cancer_non_indig_m,cancer_indig_stat_notstated_f,cancer_indig_stat_notstated_m,dementia_indig_f,dementia_indig_m,dementia_non_indig_f,dementia_non_indig_m,dementia_indig_stat_notstated_f,dementia_indig_stat_notstated_m,diabetes_indig_f,diabetes_indig_m,diabetes_non_indig_f,diabetes_non_indig_m,diabetes_indig_stat_notstated_f,diabetes_indig_stat_notstated_m,heartdisease_indig_f,heartdisease_indig_m,heartdisease_non_indig_f,heartdisease_non_indig_m,heartdisease_indig_stat_notstated_f,heartdisease_indig_stat_notstated_m,kidneydisease_indig_f,kidneydisease_indig_m,kidneydisease_non_indig_f,kidneydisease_non_indig_m,kidneydisease_indig_stat_notstated_f,kidneydisease_indig_stat_notstated_m,lungcondition_indig_f,lungcondition_indig_m,lungcondition_non_indig_f,lungcondition_non_indig_m,lungcondition_indig_stat_notstated_f,lungcondition_indig_stat_notstated_m,mentalhealth_indig_f,mentalhealth_indig_m,mentalhealth_non_indig_f,mentalhealth_non_indig_m,mentalhealth_indig_stat_notstated_f,mentalhealth_indig_stat_notstated_m,stroke_indig_f,stroke_indig_m,stroke_non_indig_f,stroke_non_indig_m,stroke_indig_stat_notstated_f,stroke_indig_stat_notstated_m,other_indig_f,other_indig_m,other_non_indig_f,other_non_indig_m,other_indig_stat_notstated_f,other_indig_stat_notstated_m
36150,6,9,26,33,0,0,9,14,28,25,0,0,0,0,17,6,0,0,0,0,5,0,0,0,8,6,14,19,0,0,4,3,9,17,0,0,3,0,0,0,0,0,0,4,3,9,0,0,3,4,24,20,0,0,0,0,0,0,0,0,4,6,13,17,0,0
36250,216,138,10312,5916,92,45,402,301,8259,5775,45,23,76,48,3070,2878,20,13,7,10,830,576,26,11,118,138,3441,4282,36,32,82,111,3179,4757,46,28,26,28,757,764,14,9,74,60,1902,1764,15,17,438,299,9455,6093,61,35,20,16,853,975,13,12,301,229,8610,6530,55,40
36300,0,0,22,12,0,0,0,5,26,22,0,0,0,0,10,5,0,0,0,0,0,4,0,0,0,3,12,18,0,0,0,3,11,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,19,12,0,0,0,0,0,0,0,0,0,3,11,17,0,0
36370,291,171,5025,2954,53,33,581,378,4309,2928,26,19,66,36,1219,1146,25,11,20,16,397,292,9,4,284,184,1886,2224,24,14,140,149,1630,2269,22,27,45,41,471,448,12,7,78,88,1057,1003,6,10,525,328,4983,3137,28,26,46,30,464,463,9,6,292,242,3598,2831,19,21
36510,62,36,2870,1925,35,19,134,87,2122,1588,20,14,18,12,753,840,11,5,0,4,156,138,4,5,44,39,897,1139,10,13,24,34,780,1311,8,13,9,5,215,223,3,3,23,14,558,522,7,8,156,98,2391,1676,17,15,8,7,206,277,0,3,91,83,2008,1673,6,16
36580,71,39,1837,1285,27,12,150,87,1391,1023,22,4,15,12,455,493,3,4,3,6,76,74,0,5,36,40,618,884,9,9,16,25,477,842,7,14,12,8,135,176,0,3,35,19,348,432,8,0,152,91,1560,1193,11,5,6,5,134,175,0,10,80,77,1176,1033,9,7
36630,95,73,2613,1759,36,17,169,139,1739,1230,23,16,22,19,642,641,4,6,9,3,166,125,0,3,68,54,872,1109,11,10,47,53,769,1154,10,15,11,10,213,227,7,0,43,24,495,570,10,6,187,151,2068,1621,22,21,14,4,246,251,4,8,114,118,1629,1436,13,16
36660,119,66,2730,1656,29,19,208,127,1776,1290,16,8,26,17,673,665,3,5,0,4,173,129,0,5,57,53,982,1133,13,13,29,54,846,1151,12,17,19,13,199,229,0,0,38,32,464,529,5,10,190,123,1945,1354,12,16,7,14,226,273,3,3,120,91,1567,1285,19,10
36720,366,261,21876,13092,167,80,629,491,15507,11148,84,46,94,66,6462,6157,46,45,16,20,1718,1365,37,26,150,163,5278,6925,38,41,130,161,6142,9375,73,79,46,40,1341,1486,15,14,102,90,3908,3397,35,30,724,547,18716,12060,90,75,40,42,1765,2020,18,22,446,410,16429,12298,85,82
36820,66,47,1500,989,23,16,109,79,935,697,19,10,9,15,470,480,6,0,8,13,114,71,0,0,88,58,506,628,10,3,43,45,518,759,10,11,11,10,115,141,0,0,22,19,262,323,6,6,94,77,1123,771,16,13,3,5,137,162,0,4,68,69,1037,844,22,9
36910,416,229,11190,6559,97,62,860,643,9101,6472,55,36,72,61,2952,2740,29,21,23,20,870,598,17,10,285,215,3940,4509,38,44,146,159,3380,4651,35,47,50,46,878,861,9,16,97,83,1744,1630,10,13,855,561,10527,6870,70,51,37,28,921,937,15,10,450,382,8307,6177,49,50
36950,39,15,17,23,0,0,80,53,28,19,0,0,10,7,6,13,0,0,9,5,0,0,0,0,125,71,11,16,0,0,35,27,5,11,0,0,21,13,0,8,0,0,3,8,3,9,0,0,21,26,33,16,0,0,0,4,0,6,0,0,47,51,19,20,0,0
36960,53,22,0,9,0,0,86,46,5,6,0,0,13,10,3,0,0,0,7,3,0,0,0,0,218,135,5,7,0,0,55,56,0,0,0,0,14,13,0,5,0,0,3,8,5,0,0,0,11,11,4,6,0,0,10,4,0,0,0,0,57,57,3,11,0,0
37010,484,277,9519,6466,77,42,1090,724,8164,5589,53,28,131,87,2726,2693,20,29,47,30,706,539,34,33,555,415,3619,4272,32,33,282,261,2906,4261,36,33,100,79,829,821,9,12,142,110,1896,1738,13,20,1018,643,10800,7388,52,50,76,50,751,817,9,11,615,553,8122,6598,42,34
37300,8,3,59,38,0,0,21,23,79,73,0,0,3,4,24,22,0,0,5,0,0,0,0,0,21,21,21,30,0,0,8,8,6,26,0,0,5,0,6,5,0,0,0,3,6,7,0,0,9,10,101,48,0,0,0,0,4,5,0,0,19,13,84,52,0,0
37310,136,89,1760,1216,18,14,283,190,1680,1285,16,15,19,27,503,456,3,0,3,5,119,71,0,3,77,83,742,912,7,8,53,65,543,823,9,12,20,17,174,160,6,5,43,37,280,349,4,3,250,171,1735,1146,16,13,21,23,160,169,0,0,128,120,1145,1018,12,10
37340,90,41,1609,1150,22,15,153,114,1222,1004,13,10,27,19,479,513,4,0,3,6,138,97,0,0,68,56,578,798,7,12,36,44,479,826,5,10,10,9,125,142,6,3,15,15,340,383,6,7,158,94,1494,1046,4,9,11,9,119,187,3,5,90,72,1156,1009,8,9
37400,4,5,46,35,0,0,15,4,50,30,5,0,3,0,8,22,0,0,0,0,0,4,0,0,9,0,21,32,0,0,7,0,10,26,4,0,4,0,6,4,0,0,4,0,8,12,0,0,3,0,37,19,0,0,0,0,0,5,0,0,3,0,32,14,0,0
37550,20,7,0,0,0,0,53,22,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,66,42,0,5,0,0,21,21,0,0,0,0,7,8,0,0,0,0,5,3,0,0,0,0,25,14,0,0,0,0,0,0,0,0,0,0,17,25,0,0,0,0
37570,6,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,14,0,0,0,0,7,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0
37600,33,14,0,4,0,0,74,36,3,3,0,0,16,4,0,4,0,0,11,14,0,0,0,0,125,92,0,7,0,0,67,59,0,0,0,0,27,9,0,0,0,0,15,10,0,0,0,0,22,36,0,0,0,0,9,12,0,0,0,0,70,50,4,7,0,0
39499,36,24,678,590,7,4,85,50,529,410,3,0,7,8,168,200,3,5,6,4,14,19,0,0,27,25,191,331,3,3,18,26,172,376,0,3,4,6,47,54,0,0,12,17,158,187,0,4,120,113,921,744,5,5,4,6,51,75,0,0,51,75,615,530,9,0
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40070,8,6,786,513,10,4,27,12,777,687,9,7,3,0,312,335,3,5,0,0,79,69,10,0,11,12,257,419,4,0,3,4,252,490,3,0,3,0,39,71,0,0,4,4,125,121,6,0,33,36,1190,983,12,3,4,0,56,108,0,0,14,12,949,737,8,7
40120,8,9,2181,1373,18,5,22,6,1829,1575,7,9,0,0,683,684,4,4,0,0,167,112,0,5,5,3,560,904,8,8,0,4,559,1061,8,0,0,0,118,125,0,4,3,4,276,265,3,0,25,11,1996,1323,11,10,0,0,127,179,0,7,17,10,1856,1491,12,3
40150,13,12,592,431,3,0,22,24,592,454,6,0,0,3,136,133,0,0,0,0,22,21,0,0,8,6,214,342,6,3,3,9,139,277,0,4,0,0,43,48,0,4,0,0,122,109,3,0,14,14,527,391,9,4,4,0,43,64,0,0,12,13,406,392,4,3
40220,23,19,2546,1584,22,13,33,15,1470,1053,8,8,6,7,644,698,0,5,0,5,199,141,7,6,10,10,829,1031,7,5,10,15,742,1256,6,10,0,3,130,172,0,3,8,11,384,387,3,3,59,41,1809,1276,18,15,0,4,202,249,3,7,42,24,1529,1207,6,6
40250,14,3,3,0,0,0,66,23,10,4,0,0,8,0,0,3,0,0,10,4,0,0,0,0,137,72,5,4,0,0,45,40,4,0,0,0,14,3,0,0,0,0,13,9,0,0,0,0,9,24,17,4,0,0,0,0,0,0,0,0,55,63,4,9,0,0
40310,16,10,1697,1067,16,11,19,15,1292,1029,0,6,3,5,461,416,4,6,4,0,131,85,0,0,9,12,594,742,4,4,3,10,412,711,0,5,0,3,94,118,4,5,0,6,230,235,5,5,33,21,1540,974,5,6,3,0,97,130,0,0,17,16,1153,900,12,4
40430,4,5,252,184,4,4,4,8,142,128,0,0,0,0,52,69,0,0,0,0,28,19,6,0,0,3,75,128,4,8,0,9,50,111,4,0,0,0,16,22,0,0,0,0,36,49,0,0,0,5,147,107,7,3,0,0,22,28,0,0,3,7,141,118,9,5
40520,34,13,799,555,19,5,63,50,611,413,9,4,14,0,186,183,9,0,0,0,76,36,0,0,24,22,323,429,0,8,18,14,208,340,5,4,3,10,51,59,3,0,14,7,165,159,6,0,73,47,623,439,0,0,3,6,50,70,0,0,25,35,489,377,7,0
40700,5,3,2482,1198,17,6,7,3,1666,1352,3,0,0,0,877,762,6,3,0,0,338,182,0,0,0,9,787,1022,4,0,3,8,812,1250,6,4,0,0,154,185,0,0,0,5,317,268,0,3,20,15,1891,1217,4,5,0,0,172,222,0,0,6,0,2095,1506,6,0
40910,21,9,3143,1506,26,11,32,31,2110,1515,7,3,9,5,870,743,5,8,0,5,335,220,4,0,20,10,1377,1592,10,10,14,12,1006,1404,6,17,0,0,192,231,0,4,6,10,426,380,3,10,62,24,2512,1654,10,10,4,0,224,285,5,4,26,23,2492,1909,7,7
41010,24,7,121,115,0,0,38,25,121,95,0,0,5,8,41,49,0,0,0,0,8,7,0,0,50,40,55,64,0,0,19,16,41,71,0,7,7,3,11,19,0,0,3,7,20,27,0,0,29,14,97,73,0,0,3,9,5,7,0,0,15,21,77,74,0,0
41060,96,44,7216,3892,62,25,177,103,5081,3899,25,19,20,19,1951,1814,15,13,6,0,869,509,16,4,84,51,2982,3588,28,28,44,38,2143,3096,25,21,19,9,514,625,0,4,26,22,1052,981,13,15,212,115,6390,4183,39,24,9,10,589,703,9,4,96,76,5967,4279,31,31
41140,9,9,634,422,10,9,15,7,442,408,7,3,4,3,142,166,0,0,0,0,48,25,4,0,9,3,247,281,4,0,6,9,181,299,0,0,0,0,42,51,0,0,3,0,96,118,0,5,15,10,554,364,11,5,0,0,44,43,0,0,14,3,384,318,0,6
41190,3,0,99,57,0,0,0,0,74,83,0,0,0,0,21,28,0,0,0,0,14,4,0,0,0,0,33,55,0,0,0,0,27,40,0,0,0,0,3,6,0,0,0,0,13,14,0,0,4,0,61,46,0,0,0,0,13,3,0,0,0,0,59,34,0,0
41330,7,8,58,68,0,0,23,0,43,35,0,0,0,0,12,27,0,0,0,0,0,6,0,0,14,9,20,55,0,0,8,8,16,50,0,0,0,0,0,3,0,0,0,0,9,24,0,0,0,5,54,42,0,0,0,0,0,16,0,0,8,9,28,49,0,0
41560,31,15,1379,978,25,11,60,32,901,690,10,14,9,5,332,365,6,4,0,0,87,59,3,0,18,17,532,736,10,5,15,12,382,644,12,13,0,6,78,116,0,0,12,10,239,299,5,10,58,23,921,688,14,13,0,3,97,110,4,0,37,38,746,685,19,15
41750,0,0,58,50,0,0,0,0,49,30,0,0,0,0,12,19,0,0,0,0,5,9,0,0,4,0,19,28,0,0,4,0,18,35,0,0,0,0,3,8,0,0,0,0,13,11,0,0,3,0,48,32,0,0,0,0,4,10,0,0,3,3,29,22,0,0
41830,6,0,130,76,0,0,22,0,67,50,0,0,0,0,37,29,0,0,4,0,16,11,0,0,17,5,48,65,0,0,10,5,38,52,0,0,3,0,0,8,0,0,0,0,16,27,0,0,11,5,83,34,0,0,6,0,8,17,0,0,3,9,45,60,0,0
41960,0,0,91,84,0,0,4,5,58,58,0,0,0,0,31,30,0,0,0,0,0,11,0,0,0,0,36,55,0,0,5,0,25,38,0,0,0,0,4,5,0,0,0,0,13,14,0,0,3,0,53,33,0,0,0,0,4,11,0,0,0,0,38,48,0,0
42030,37,12,2006,1092,16,11,53,38,1617,1130,12,9,9,0,479,443,0,5,0,0,192,130,7,3,17,23,801,907,14,5,12,21,569,786,8,4,4,4,125,125,0,0,12,9,351,313,3,3,62,47,1946,1239,16,12,3,5,146,159,0,5,46,28,1440,1060,18,12
42110,12,5,328,251,0,4,8,4,228,158,3,4,0,0,80,89,0,3,0,0,28,9,0,0,5,3,131,156,0,0,5,0,79,131,0,0,0,0,22,19,0,0,3,5,56,61,0,3,15,6,254,179,0,3,0,0,22,36,0,0,10,6,187,174,0,3
42250,11,0,379,331,7,0,19,9,358,264,0,0,0,0,102,114,0,0,0,0,9,15,0,0,7,4,137,244,0,4,0,0,99,240,0,8,0,0,32,36,0,0,4,0,57,72,0,0,12,3,289,236,0,0,0,0,26,49,0,0,17,7,248,251,0,0
42600,12,9,2663,1377,26,11,16,25,1698,1283,13,4,3,5,859,764,4,0,0,0,318,197,0,3,5,7,651,998,4,7,0,5,864,1210,13,5,0,4,146,172,0,0,3,5,413,325,0,0,35,23,1963,1308,6,8,0,0,200,223,3,0,19,14,1904,1369,5,0
42750,4,4,292,218,5,0,0,0,193,183,0,0,0,0,80,90,0,3,0,0,17,6,0,0,4,4,105,136,0,3,0,0,77,160,3,5,0,0,22,19,0,0,0,0,48,49,0,0,8,7,215,169,4,6,0,0,21,35,0,0,0,8,185,183,8,0
43080,0,0,61,47,0,0,0,0,52,39,0,0,0,0,13,21,0,0,0,0,7,0,0,0,0,0,25,30,0,0,0,0,19,28,0,0,0,0,0,9,0,0,0,0,14,18,0,0,0,0,41,44,0,4,0,0,4,9,0,0,0,3,38,49,0,0
43220,0,0,62,38,0,0,0,0,60,57,0,0,0,0,21,27,0,0,0,0,3,5,0,0,0,0,21,36,0,3,0,0,16,27,0,0,0,0,5,14,0,0,0,0,5,9,0,0,0,0,48,29,0,0,0,0,0,7,0,0,0,0,32,25,0,0
43360,4,5,176,119,0,0,3,4,106,80,0,0,0,0,38,47,0,0,0,0,11,3,0,0,4,3,72,87,0,0,4,6,52,97,0,0,0,0,11,3,0,0,0,0,25,27,0,0,6,9,103,75,0,0,0,0,11,24,0,0,3,0,79,67,0,0
43650,8,9,894,598,10,8,18,21,897,746,4,0,0,0,229,228,3,0,0,0,38,29,4,0,6,4,313,437,7,9,4,3,208,368,3,8,0,0,54,58,0,0,0,4,138,168,0,0,14,15,960,607,9,4,0,0,41,64,0,7,11,12,720,601,9,0
43710,0,6,284,228,3,0,4,8,240,223,0,0,5,0,75,82,0,0,0,0,20,14,0,0,3,0,112,145,0,3,5,4,69,140,0,5,0,0,10,14,0,0,0,0,42,53,0,4,8,3,213,151,0,0,0,0,22,26,0,0,3,5,180,144,0,0
43790,10,5,850,594,11,11,16,14,593,461,5,11,6,0,194,252,0,0,0,0,102,57,4,0,0,11,323,410,3,0,3,6,220,358,6,7,0,0,37,45,0,0,0,3,119,126,5,0,19,21,588,381,3,4,0,0,52,70,0,0,14,17,512,416,5,3
44000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44060,52,38,5792,2974,50,12,94,59,4660,3321,19,11,13,13,1587,1357,9,0,0,3,643,353,10,0,35,43,2253,2639,23,8,22,24,1692,2484,12,10,8,6,398,426,4,5,23,20,971,741,8,0,145,93,5551,3422,22,11,4,7,499,535,8,0,81,60,5074,3545,17,13
44210,9,7,736,589,15,5,17,11,436,370,3,3,0,4,174,182,4,3,0,0,31,28,0,0,12,9,275,384,8,3,0,7,199,351,0,4,0,5,35,38,3,7,3,8,133,182,3,0,13,16,580,421,9,5,0,5,63,80,0,0,10,15,399,369,5,3
44340,15,7,3876,2110,29,12,30,26,2968,2459,7,11,0,3,1268,1147,5,7,0,0,389,257,8,0,11,8,1241,1620,11,9,6,12,1214,1867,12,15,0,4,228,247,3,0,0,4,476,424,7,6,39,18,3485,2211,14,17,5,0,286,336,0,4,24,19,3387,2551,11,9
44550,17,10,2258,1298,18,7,46,27,2094,1625,5,8,4,0,682,545,3,0,0,4,184,111,5,4,10,17,773,936,6,6,8,12,593,956,5,3,0,3,125,156,0,4,0,3,330,308,4,9,47,30,2540,1501,16,17,0,0,154,182,0,3,25,30,1992,1405,15,11
44620,28,18,1755,986,11,4,85,52,1530,1136,7,3,4,5,434,423,3,3,0,0,158,107,0,3,18,18,829,892,3,11,3,14,608,835,3,11,3,5,139,155,0,4,4,7,358,336,3,7,80,53,1766,1052,7,6,0,0,150,195,0,0,45,48,1283,983,4,3
44830,3,6,215,170,4,0,11,3,135,113,5,0,0,0,48,64,0,0,0,0,22,10,0,0,9,9,80,102,0,0,6,3,58,96,0,0,4,0,12,13,0,0,0,0,32,56,0,5,8,10,129,94,0,0,0,5,11,19,0,0,8,9,126,87,5,0
45040,51,36,1536,930,20,8,104,76,1131,815,5,5,14,15,382,343,3,3,4,6,112,92,4,0,58,47,646,787,8,3,26,27,436,640,8,12,9,5,99,112,3,5,20,15,279,282,4,3,100,76,1393,872,9,10,0,6,113,160,0,3,48,46,1027,798,5,9
45090,4,4,438,284,4,0,14,13,346,325,0,3,4,0,98,107,0,3,0,0,43,42,3,0,3,4,160,203,0,3,0,5,125,216,6,3,0,0,28,32,0,0,3,3,64,68,0,5,10,9,348,221,0,4,0,0,33,39,0,0,11,3,294,231,3,6
45120,8,5,342,223,0,5,15,4,217,209,6,0,0,0,87,80,0,0,0,0,30,18,0,0,8,8,130,178,0,0,4,3,83,147,0,4,0,0,29,21,0,0,3,0,57,62,0,0,6,8,260,189,0,0,0,0,17,37,0,4,0,8,212,163,0,3
45290,13,4,2193,1078,15,10,16,7,1528,1238,5,6,0,0,629,562,6,4,0,0,252,152,3,6,5,4,735,865,0,4,4,6,707,896,6,5,0,0,132,156,0,0,4,3,279,235,8,0,24,18,2005,1234,7,5,0,0,185,189,3,4,14,12,1876,1326,10,5
45340,144,73,12497,6944,82,62,317,203,10278,7546,61,44,19,25,3041,2911,24,21,7,9,820,587,40,24,88,72,4797,5544,25,32,47,55,3308,5024,29,30,20,11,811,897,8,16,36,32,2155,1885,22,16,370,238,12326,7643,47,40,10,17,966,1137,14,11,241,193,9753,7273,55,31
45400,0,0,73,50,0,0,0,0,43,38,0,0,0,0,17,19,0,0,0,0,6,8,0,0,0,4,20,23,0,0,0,0,29,32,0,0,0,0,5,3,0,0,0,0,13,12,0,0,0,0,49,26,0,0,0,0,4,8,0,0,0,0,43,27,0,0
45540,6,8,162,105,0,4,14,9,89,56,0,0,0,0,38,37,0,0,0,0,9,3,0,0,9,5,56,77,0,4,0,0,32,79,0,0,0,0,12,11,0,0,0,0,27,26,0,0,19,11,103,91,3,3,0,0,13,13,0,0,4,10,76,71,0,0
45680,214,81,6208,3605,62,34,444,321,6280,4498,38,48,37,15,1223,1103,8,4,25,6,383,284,3,3,148,110,2954,3379,29,29,75,64,1552,2258,17,23,25,17,452,462,3,3,70,43,1260,1141,16,13,494,268,7377,4754,52,39,27,12,418,481,4,6,245,214,5025,4085,32,31
45890,143,83,7421,4026,56,27,296,169,5662,4331,28,13,28,28,1783,1485,9,14,11,7,754,513,4,3,121,102,3342,3926,23,24,53,58,2216,2931,17,21,19,17,553,575,4,5,44,32,1281,1119,18,10,288,215,7189,4905,35,38,20,22,596,717,6,4,154,145,6296,4884,27,22
46090,107,58,728,489,10,3,239,147,650,464,14,11,24,11,170,198,5,3,7,10,64,36,0,0,157,139,327,389,0,7,72,61,189,289,0,6,28,31,54,72,0,0,25,28,119,136,0,4,156,101,533,364,3,3,13,8,50,62,0,0,120,109,417,349,5,0
46300,26,16,757,465,4,3,55,41,684,517,0,0,3,3,231,191,0,0,0,0,90,60,0,0,51,26,315,389,3,5,17,14,245,330,3,7,0,7,60,49,0,0,8,3,152,156,0,0,46,37,674,430,3,10,6,5,53,72,0,0,26,32,546,426,3,9
46450,36,12,1467,873,24,13,77,51,989,698,21,12,4,3,280,276,5,0,0,0,120,103,5,3,31,23,697,730,18,16,9,15,393,601,11,13,4,9,111,130,0,3,3,11,307,273,5,6,86,60,1189,845,15,13,3,4,100,115,3,5,35,31,755,653,10,3
46510,14,6,1025,543,6,5,22,14,871,725,0,0,0,0,312,258,3,0,0,0,77,59,0,4,12,5,401,500,0,5,3,5,299,431,4,4,4,0,67,70,0,0,4,4,125,127,3,0,21,9,1127,709,5,0,0,0,68,81,0,0,14,18,988,749,10,0
46670,15,3,651,421,12,4,37,19,452,345,6,6,4,4,148,168,3,4,0,0,59,41,0,0,16,10,265,357,3,0,10,9,189,312,3,6,0,0,34,45,0,0,9,3,123,109,3,3,31,19,490,323,4,0,6,0,49,63,0,6,8,11,386,301,3,0
46860,0,0,93,61,0,0,0,0,59,51,0,0,0,0,29,30,0,0,0,0,7,0,0,0,4,0,30,43,0,0,0,0,24,52,0,0,0,0,9,3,0,0,0,0,20,16,0,0,4,0,58,67,0,0,0,0,5,4,0,0,0,0,50,36,0,0
46970,5,0,50,52,0,0,7,11,110,129,0,0,0,0,23,25,0,0,0,0,0,0,0,0,0,5,34,36,0,0,0,3,15,27,0,0,0,0,9,8,0,0,0,0,8,10,0,0,13,4,124,71,0,0,0,0,5,4,0,0,10,6,92,75,0,0
47140,181,94,8639,4749,61,51,354,261,7298,5580,52,27,23,18,1897,1699,18,18,13,4,715,481,16,20,131,118,4588,4935,27,43,63,75,2302,3399,30,25,21,21,685,645,7,9,48,32,1480,1342,14,8,345,245,8206,5304,39,35,18,19,608,747,11,15,186,177,6803,5472,40,36
47290,0,4,123,83,0,6,5,3,103,94,6,0,0,0,26,29,0,0,0,0,12,4,0,0,4,4,50,65,0,0,0,0,34,74,0,0,0,0,4,4,0,0,0,0,25,20,0,0,0,4,104,68,0,0,0,4,10,14,0,0,0,0,58,64,4,0
47490,0,4,123,101,0,0,3,0,69,65,0,0,0,0,31,33,0,0,0,0,6,9,0,0,0,3,27,63,0,0,3,0,30,59,0,0,0,0,0,7,0,0,0,0,14,23,0,0,4,4,70,52,0,0,0,0,4,14,0,0,3,0,53,67,0,0
47630,0,6,347,246,8,5,6,13,259,227,3,0,0,0,93,87,3,0,0,0,31,23,0,0,3,3,127,168,0,0,0,0,101,152,3,0,0,0,19,30,0,0,0,0,47,59,0,0,10,10,249,192,0,5,0,0,26,29,0,0,9,9,215,188,0,0
47700,47,30,6637,3589,45,29,121,93,5095,3785,25,3,8,4,1748,1574,18,10,10,5,447,328,3,5,33,39,2493,3213,17,14,14,18,1775,2929,17,15,6,0,379,440,0,7,12,4,811,857,9,3,126,94,5746,3536,24,22,0,9,435,492,8,11,89,62,5194,3870,15,21
47800,18,12,366,301,3,3,25,19,246,225,5,0,3,4,91,99,0,0,0,3,29,11,0,0,23,15,134,166,3,0,7,8,102,185,0,3,3,3,24,41,0,0,7,3,60,76,0,3,20,11,285,207,3,3,0,3,23,34,0,0,19,20,225,207,9,6
47910,4,0,192,118,5,3,0,6,129,100,5,0,0,0,53,59,4,0,0,0,24,11,0,0,0,0,90,114,0,0,0,0,58,103,4,0,0,0,9,11,0,0,0,0,37,35,6,0,0,0,151,105,0,0,0,0,16,19,0,0,4,0,105,93,0,0
47980,8,3,2175,1028,20,3,14,7,1597,1207,6,3,0,0,749,619,5,0,0,0,385,199,3,3,9,0,650,868,3,5,3,8,695,953,9,10,5,0,137,142,0,0,0,3,279,250,5,0,26,14,2207,1311,9,7,0,0,190,189,0,4,13,8,1977,1388,8,9
48050,11,7,1755,1008,21,4,19,15,957,547,8,6,0,5,482,460,0,0,0,0,155,117,0,0,8,7,532,676,5,7,3,8,547,805,10,10,4,0,109,84,0,3,5,0,303,236,3,4,23,13,1074,756,5,7,0,0,129,159,6,0,14,14,1018,764,5,7
48130,4,4,524,337,7,3,19,7,420,312,6,6,5,0,101,107,0,0,0,0,55,26,0,0,7,3,208,257,0,5,0,3,152,222,5,4,0,0,24,44,0,5,4,3,98,101,0,4,20,14,450,320,9,3,0,0,50,40,0,0,17,12,326,268,7,0
48260,3,0,426,263,0,0,0,3,287,213,0,0,0,0,145,136,0,0,0,0,66,43,0,0,0,0,142,200,0,0,0,0,153,242,5,0,0,0,20,39,0,0,0,0,70,60,0,0,0,5,324,238,0,0,0,0,44,55,0,0,0,4,377,303,0,0
48340,8,11,861,588,14,7,23,11,638,497,9,4,0,7,180,216,0,5,0,0,72,45,4,0,8,9,328,441,0,4,4,9,231,398,4,5,3,0,45,73,0,0,3,0,166,156,0,4,30,23,679,474,9,0,0,0,57,71,0,4,14,14,429,419,3,8
48410,34,20,3299,1767,20,11,66,41,2516,1922,9,6,3,9,925,816,7,4,3,0,518,271,4,3,32,18,1322,1565,3,10,13,17,1125,1497,7,6,8,3,243,279,4,0,9,10,455,441,3,3,74,38,3167,2134,16,10,3,3,274,301,0,0,43,29,2940,2034,11,12
48540,59,26,1550,940,21,7,119,64,1260,928,19,3,9,4,330,350,8,0,0,9,109,98,0,0,62,42,749,877,13,9,24,10,434,609,4,4,7,6,131,120,0,0,10,19,333,313,8,0,103,50,1297,810,9,9,9,8,108,127,4,0,56,40,938,877,6,7
48640,0,0,49,29,0,0,0,3,36,44,0,0,0,0,12,17,0,0,0,0,3,4,0,0,0,5,22,31,0,0,0,0,18,28,0,0,0,0,4,0,0,0,0,3,4,14,0,0,6,3,39,12,0,0,0,0,3,3,0,0,5,0,31,18,0,0
48750,6,0,540,387,4,5,10,5,274,215,0,4,3,0,128,167,0,0,0,0,35,25,0,0,3,3,159,223,0,0,0,5,129,257,0,0,0,0,24,42,0,0,0,0,91,104,0,5,4,9,386,252,5,4,0,0,30,35,0,0,8,0,342,239,3,5
48830,28,21,1037,868,15,17,44,25,550,505,7,0,3,5,250,295,4,0,0,0,68,45,4,0,19,21,380,598,3,11,9,20,254,564,3,11,11,0,64,69,0,0,14,7,174,215,4,5,24,31,553,447,5,5,7,3,71,113,3,0,14,18,511,436,8,3
49399,25,13,97,92,0,0,32,22,76,75,0,0,6,3,20,29,0,0,0,0,0,0,0,0,41,34,36,57,0,0,21,18,25,70,0,0,3,9,3,6,0,0,6,10,27,34,0,0,12,8,87,61,0,0,0,4,8,14,0,0,17,15,56,57,0,0
