lgacode16,did_not_go_to_school_indig_f,did_not_go_to_school_indig_m,did_not_go_to_school_non_indig_f,did_not_go_to_school_non_indig_m,did_not_go_to_school_indig_stat_notstated_f,did_not_go_to_school_indig_stat_notstated_m,y8_below_indig_f,y8_below_indig_m,y8_below_non_indig_f,y8_below_non_indig_m,y8_below_indig_stat_notstated_f,y8_below_indig_stat_notstated_m,y9_equivalent_indig_f,y9_equivalent_indig_m,y9_equivalent_non_indig_f,y9_equivalent_non_indig_m,y9_equivalent_indig_stat_notstated_f,y9_equivalent_indig_stat_notstated_m,y10_equivalent_indig_f,y10_equivalent_indig_m,y10_equivalent_non_indig_f,y10_equivalent_non_indig_m,y10_equivalent_indig_stat_notstated_f,y10_equivalent_indig_stat_notstated_m,y11_equivalent_indig_f,y11_equivalent_indig_m,y11_equivalent_non_indig_f,y11_equivalent_non_indig_m,y11_equivalent_indig_stat_notstated_f,y11_equivalent_indig_stat_notstated_m,y12_equivalent_indig_f,y12_equivalent_indig_m,y12_equivalent_non_indig_f,y12_equivalent_non_indig_m,y12_equivalent_indig_stat_notstated_f,y12_equivalent_indig_stat_notstated_m
59350,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,10,3,15,39,0,0,5,3,7,17,0,0,9,5,27,75,0,0
59360,0,0,0,0,0,0,0,0,23,40,0,0,0,3,21,50,0,0,3,3,102,182,0,0,5,3,43,56,0,0,3,3,126,186,0,3
59370,0,3,0,0,0,0,0,8,46,86,3,3,4,5,66,70,3,0,12,8,369,425,5,3,4,0,141,133,0,0,8,4,592,496,7,4
59499,0,4,7,18,0,0,9,19,35,80,3,3,8,22,69,150,3,5,28,43,397,669,3,3,6,17,165,292,0,0,15,33,858,995,7,7
59799,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,0,0,3,5,78,0,0,0,3,0,38,0,0,0,3,13,192,0,3
60210,0,3,3,11,0,0,6,5,118,180,3,0,10,14,246,293,10,6,36,25,750,868,10,11,4,13,227,196,3,0,16,15,792,650,9,6
60410,0,3,13,26,0,3,28,31,210,249,3,7,43,57,522,482,8,9,161,155,2028,1988,27,31,70,41,594,473,7,9,148,97,1816,1493,16,20
60610,0,7,30,33,0,0,19,24,384,379,11,16,36,31,637,644,11,9,167,131,2495,2431,27,33,62,65,680,572,13,3,138,85,2272,1894,23,5
60810,0,3,17,18,0,0,22,35,449,502,13,9,55,62,784,813,12,7,196,203,2952,3014,35,41,63,58,772,609,11,3,142,79,2524,2012,25,20
61010,0,0,3,3,0,0,0,5,40,76,0,0,3,3,69,118,0,5,16,8,258,335,0,5,3,3,64,67,0,0,14,0,245,227,4,0
61210,0,3,4,8,0,0,13,27,128,176,4,5,36,44,259,327,3,6,167,167,914,1111,8,23,57,45,263,214,4,4,100,47,716,526,7,6
61410,0,3,56,60,0,0,30,30,802,621,17,22,48,59,1265,1151,20,16,185,197,6124,5622,62,41,72,58,1857,1671,26,22,236,180,10034,8892,72,47
61510,3,3,10,30,0,0,3,11,185,237,7,3,15,14,342,357,9,11,57,38,1342,1477,13,4,14,12,360,331,3,7,46,27,1099,920,8,13
61610,3,3,35,25,0,0,27,30,515,476,18,9,57,45,918,782,19,12,194,193,3475,3299,27,29,69,29,846,717,0,8,156,109,2988,2427,22,22
61810,0,0,3,10,0,0,3,7,133,179,3,6,8,11,255,303,0,0,29,27,938,1127,13,12,3,3,208,154,3,0,14,10,753,495,10,7
62010,0,0,0,0,0,0,5,6,12,7,0,0,6,17,19,24,0,0,18,21,81,113,0,0,7,3,25,36,0,0,16,6,131,120,6,0
62210,0,0,5,10,0,0,0,3,134,168,4,3,11,16,229,245,7,3,31,46,907,978,11,16,12,4,227,214,0,0,28,10,747,602,11,15
62410,0,0,14,4,0,0,3,8,77,93,0,3,3,10,168,219,0,4,24,16,572,655,9,6,7,7,139,125,0,0,24,9,580,536,4,7
62610,6,3,213,160,3,3,39,36,1078,885,27,16,68,56,1402,1247,30,29,256,234,5399,5103,62,65,97,74,1500,1380,10,12,245,212,6626,6111,45,47
62810,4,0,89,75,0,0,12,6,565,394,8,3,15,9,539,473,3,4,52,46,2764,2487,24,29,22,20,1018,1009,5,5,150,146,14638,13649,65,79
63010,0,3,15,12,0,0,22,40,213,260,0,5,41,60,375,431,12,9,202,186,1609,1825,25,26,52,42,544,530,10,6,136,93,2566,2216,26,31
63210,0,3,9,13,0,0,5,13,113,154,6,4,15,8,183,260,5,4,37,48,793,897,5,11,16,10,202,206,0,3,24,19,796,594,5,0
63410,0,0,0,0,0,0,0,3,27,34,0,0,0,0,37,35,0,0,10,6,180,252,3,3,6,0,61,59,4,0,3,4,228,198,4,0
63610,0,0,18,20,0,0,19,14,327,322,4,5,29,38,579,556,8,3,139,163,3165,3002,32,29,41,39,1025,961,19,4,165,108,7878,6739,57,45
63810,0,0,4,8,0,0,20,22,186,195,3,3,26,28,371,426,10,10,82,90,1592,1663,17,9,9,13,412,319,0,3,39,30,1293,961,7,7
64010,4,0,264,212,6,0,50,53,1283,1140,26,13,55,63,1691,1637,29,25,278,264,7222,7207,83,82,102,75,2083,1769,20,21,223,177,10905,9487,68,49
64210,0,0,15,19,0,0,4,13,369,388,6,8,18,12,599,655,17,8,77,68,2547,2687,14,22,16,24,692,548,9,4,56,44,2768,2191,29,36
64610,0,0,13,24,0,0,4,5,249,271,0,4,15,5,424,492,3,8,31,44,1683,1905,15,15,13,9,437,401,4,7,33,17,1690,1260,13,4
64810,3,3,9,18,0,0,4,14,197,224,6,5,21,20,399,437,3,10,77,91,1820,1924,17,18,22,12,518,510,0,3,44,49,2098,1703,15,12
65010,0,0,4,3,0,0,8,16,86,151,3,4,7,10,189,274,5,8,44,47,729,896,15,8,13,9,238,181,0,4,29,19,669,544,6,8
65210,0,0,0,0,0,0,3,4,25,71,0,0,4,6,89,110,0,0,16,21,270,310,5,5,0,0,55,60,0,0,10,7,343,276,0,3
65410,0,0,13,26,0,0,14,19,273,351,6,4,26,38,487,510,14,10,133,135,1793,1915,22,31,41,33,487,436,7,3,89,60,1603,1192,21,10
65610,0,0,4,5,0,0,3,15,71,88,0,0,10,16,123,154,0,3,35,47,572,633,6,13,15,11,145,135,0,7,20,18,392,368,5,6
65810,0,0,23,27,0,3,4,11,266,342,3,11,15,8,598,641,10,4,63,57,2707,2840,26,39,20,16,825,650,3,6,57,45,3777,3148,20,22
69499,0,0,0,0,0,0,0,3,15,16,0,0,0,4,16,27,0,0,6,12,72,108,0,0,3,3,23,29,0,0,5,7,146,139,0,3
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,3,8,3,0,0,0,11,17,0,0
70200,75,68,17,29,0,0,268,207,152,200,7,4,152,124,182,270,4,4,350,245,1020,1281,20,27,223,155,800,978,9,9,353,272,4644,3740,32,29
70420,122,130,0,4,0,0,398,378,16,45,0,0,170,166,30,50,3,0,314,292,116,197,3,4,161,123,74,84,0,0,182,162,425,358,7,7
70540,0,0,0,0,0,0,17,22,0,0,0,0,6,10,0,0,0,0,20,25,0,0,0,0,10,4,0,0,0,0,3,4,3,0,0,0
70620,91,59,0,0,0,0,444,376,0,11,0,0,134,107,3,14,0,0,177,146,32,43,0,3,98,66,17,28,0,0,93,84,121,117,0,0
70700,3,0,0,0,0,0,10,13,10,33,0,0,18,6,12,37,0,0,35,21,78,96,9,0,32,18,36,38,0,0,13,18,116,122,3,0
71000,20,21,231,186,8,3,146,142,883,859,15,21,160,112,624,786,10,9,450,396,3119,4036,37,43,365,283,2164,2999,27,28,685,554,17301,16868,103,105
71300,60,61,0,0,0,0,506,517,0,5,0,0,302,335,5,3,0,0,517,512,22,27,0,0,398,303,17,26,0,0,650,522,155,132,0,0
72200,41,42,3,5,0,0,76,86,62,104,0,3,92,74,78,115,0,3,191,172,401,542,11,11,117,88,229,291,5,4,121,92,1248,1160,15,21
72300,4,5,27,36,0,0,39,46,170,270,9,3,23,31,230,408,4,4,107,141,1335,2414,21,41,64,97,864,1345,16,23,184,157,3114,3209,40,38
72330,90,83,3,3,0,0,429,395,3,22,0,4,243,200,5,22,0,0,246,194,37,56,0,3,141,108,19,27,0,0,175,111,212,160,4,0
72800,13,14,52,40,0,0,65,51,241,213,0,0,87,84,324,393,5,3,313,277,1749,2302,16,22,210,207,1239,1557,16,11,371,308,5923,5243,49,40
73600,71,77,0,3,0,0,263,321,13,42,0,0,230,250,20,52,0,0,371,362,72,126,3,4,327,213,22,50,0,0,210,197,210,216,5,3
74050,9,8,0,0,0,0,62,40,0,9,0,0,50,52,0,0,0,0,295,266,12,22,0,0,182,193,4,11,0,0,158,122,71,60,0,0
74550,64,58,0,3,0,0,107,94,4,14,0,0,74,80,6,32,0,0,143,118,54,101,0,0,81,52,28,34,0,0,58,66,140,114,3,3
74560,0,0,0,0,0,0,0,0,4,10,0,0,0,0,8,10,0,0,7,7,29,49,0,0,4,3,15,26,0,0,6,3,96,67,0,3
74660,70,82,0,0,0,0,219,207,3,10,0,0,172,178,7,19,0,0,318,328,65,96,3,9,258,241,29,48,0,0,308,272,261,254,3,3
74680,25,28,0,0,0,0,182,173,0,0,0,0,124,109,0,0,0,0,282,236,4,16,0,0,93,64,8,0,0,0,123,111,64,63,0,0
79399,0,3,11,13,0,0,8,12,48,69,3,3,11,22,54,113,0,4,47,56,312,519,8,11,30,30,170,263,3,3,102,83,1131,1155,16,6
79499,4,10,3,3,0,0,36,42,16,32,0,3,24,31,35,55,0,3,33,58,132,197,3,3,15,27,57,73,0,0,31,25,322,277,0,3
79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,36,0,4
89399,14,16,762,591,6,6,77,77,3706,2734,37,24,134,119,3842,3110,36,27,475,452,19512,16569,133,128,167,147,5642,5779,48,43,1134,1057,111967,107993,463,428
89499,0,0,0,3,0,0,0,0,5,8,0,0,0,0,8,12,0,0,0,6,17,58,0,0,0,0,11,9,0,0,8,0,130,120,0,0
89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99399,0,0,74,61,0,3,4,7,68,108,0,0,10,9,37,76,0,0,20,16,310,356,4,0,6,8,100,104,0,3,24,11,715,653,10,7
99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,16,10,0,0
99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
